ID,AGE,JOB,MARITAL,EDUCATION,
3692,47,blue-collar,married,secondary,
3693,38,services,married,secondary,
3694,40,blue-collar,married,secondary,
3695,33,services,divorced,secondary,
3696,33,retired,married,secondary,
3697,53,admin.,divorced,unknown,
3698,37,services,married,primary,
3699,40,management,single,tertiary,
3700,37,blue-collar,married,primary,
3701,35,technician,married,secondary,
3702,49,blue-collar,married,primary,
3703,26,blue-collar,single,secondary,
3704,38,management,single,tertiary,
3705,52,self-employed,married,secondary,
3706,33,services,divorced,secondary,
3707,31,admin.,single,secondary,
3708,32,blue-collar,married,secondary,
3709,35,blue-collar,single,primary,
3710,55,management,divorced,tertiary,
3711,32,blue-collar,divorced,primary,
3712,37,unknown,single,unknown,
3713,45,blue-collar,married,secondary,
3714,31,technician,married,secondary,
3715,38,admin.,married,secondary,
3716,37,services,married,secondary,
3717,38,blue-collar,married,secondary,
3718,33,housemaid,married,tertiary,
3719,38,blue-collar,married,primary,
3720,37,management,single,tertiary,
3721,29,unemployed,married,tertiary,
3722,42,management,married,tertiary,
3723,40,blue-collar,married,secondary,
3724,32,management,married,tertiary,
3725,47,management,divorced,tertiary,
3726,29,student,single,secondary,
3727,53,services,divorced,primary,
3728,31,services,married,tertiary,
3729,59,blue-collar,married,secondary,
3730,29,entrepreneur,married,primary,
3731,59,blue-collar,married,primary,
3732,44,blue-collar,married,primary,
3733,38,admin.,single,secondary,
3734,49,admin.,married,secondary,
3735,43,blue-collar,married,secondary,
3736,52,admin.,single,secondary,
3737,40,admin.,married,secondary,
3738,32,services,married,secondary,
3739,47,admin.,married,primary,
3740,33,management,married,tertiary,
3741,35,management,married,tertiary,
3742,27,services,single,secondary,
3743,50,blue-collar,married,primary,
3744,44,retired,married,secondary,
3745,43,self-employed,married,primary,
3746,51,blue-collar,married,unknown,
3747,32,admin.,single,secondary,
3748,47,management,divorced,tertiary,
3749,34,admin.,divorced,secondary,
3750,57,self-employed,married,primary,
3751,43,admin.,single,secondary,
3752,40,services,single,tertiary,
3753,28,blue-collar,single,secondary,
3754,38,blue-collar,married,unknown,
3755,37,unemployed,divorced,secondary,
3756,44,admin.,married,secondary,
3757,41,technician,married,secondary,
3758,37,self-employed,married,tertiary,
3759,30,services,single,tertiary,
3760,32,blue-collar,married,secondary,
3761,30,management,single,tertiary,
3762,35,services,married,secondary,
3763,55,blue-collar,married,secondary,
3764,52,blue-collar,married,secondary,
3765,33,admin.,married,secondary,
3766,55,retired,married,primary,
3767,33,blue-collar,married,secondary,
3768,40,blue-collar,married,secondary,
3769,39,blue-collar,married,secondary,
3770,54,blue-collar,married,secondary,
3771,39,blue-collar,married,primary,
3772,49,blue-collar,married,secondary,
3773,52,admin.,married,secondary,
3774,27,management,single,tertiary,
3775,26,services,married,secondary,
3776,40,blue-collar,married,secondary,
3777,47,blue-collar,married,secondary,
3778,31,services,single,secondary,
3779,53,blue-collar,single,secondary,
3780,31,services,married,secondary,
3781,33,admin.,married,secondary,
3782,35,services,married,secondary,
3783,46,entrepreneur,married,unknown,
3784,31,management,married,secondary,
3785,35,technician,single,secondary,
3786,29,management,married,secondary,
3787,51,technician,married,secondary,
3788,33,blue-collar,married,primary,
3789,37,management,married,tertiary,
3790,43,admin.,single,unknown,
3791,42,technician,married,tertiary,
3792,28,blue-collar,married,secondary,
3793,57,retired,married,secondary,
3794,38,services,married,secondary,
3795,39,blue-collar,married,primary,
3796,36,technician,married,tertiary,
3797,57,retired,married,tertiary,
3798,44,management,married,unknown,
3799,48,services,divorced,secondary,
3800,46,blue-collar,married,primary,
3801,43,admin.,married,secondary,
3802,49,services,married,secondary,
3803,29,services,single,secondary,
3804,53,blue-collar,married,secondary,
3805,30,services,single,secondary,
3806,41,management,divorced,secondary,
3807,33,technician,married,secondary,
3808,47,blue-collar,married,primary,
3809,58,retired,married,secondary,
3810,31,unemployed,married,secondary,
3811,38,admin.,single,secondary,
3812,60,retired,married,secondary,
3813,33,management,single,tertiary,
3814,33,unemployed,single,tertiary,
3815,52,admin.,married,primary,
3816,42,blue-collar,married,primary,
3817,30,technician,single,secondary,
3818,33,entrepreneur,divorced,tertiary,
3819,46,admin.,divorced,secondary,
3820,51,blue-collar,married,primary,
3821,40,unemployed,single,secondary,
3822,50,admin.,married,secondary,
3823,42,entrepreneur,married,tertiary,
3824,38,technician,married,secondary,
3825,36,admin.,single,primary,
3826,37,unemployed,divorced,primary,
3827,33,management,married,tertiary,
3828,38,blue-collar,single,secondary,
3829,52,blue-collar,married,tertiary,
3830,29,blue-collar,married,secondary,
3831,37,blue-collar,married,primary,
3832,34,admin.,married,secondary,
3833,43,blue-collar,married,primary,
3834,49,services,married,secondary,
3835,33,technician,single,secondary,
3836,47,admin.,married,unknown,
3837,50,technician,married,secondary,
3838,30,blue-collar,single,primary,
3839,44,services,married,primary,
3840,44,blue-collar,divorced,secondary,
3841,30,services,single,secondary,
3842,40,blue-collar,married,unknown,
3843,41,blue-collar,married,unknown,
3844,34,blue-collar,married,primary,
3845,53,services,married,primary,
3846,35,blue-collar,married,primary,
3847,34,technician,divorced,secondary,
3848,39,admin.,single,secondary,
3849,39,management,single,tertiary,
3850,52,services,divorced,secondary,
3851,34,blue-collar,married,secondary,
3852,37,blue-collar,divorced,primary,
3853,39,admin.,married,secondary,
3854,52,entrepreneur,divorced,primary,
3855,35,blue-collar,married,primary,
3856,36,entrepreneur,married,tertiary,
3857,48,technician,married,secondary,
3858,31,admin.,divorced,secondary,
3859,43,technician,divorced,tertiary,
3860,43,blue-collar,single,primary,
3861,39,blue-collar,married,secondary,
3862,40,technician,married,primary,
3863,58,management,married,tertiary,
3864,31,blue-collar,married,primary,
3865,41,blue-collar,married,secondary,
3866,37,management,married,tertiary,
3867,44,services,divorced,secondary,
3868,37,technician,married,tertiary,
3869,39,blue-collar,married,primary,
3870,41,blue-collar,single,secondary,
3871,52,blue-collar,divorced,primary,
3872,29,blue-collar,single,primary,
3873,60,blue-collar,divorced,secondary,
3874,32,technician,married,secondary,
3875,50,services,single,primary,
3876,56,blue-collar,married,primary,
3877,48,admin.,married,secondary,
3878,29,blue-collar,married,primary,
3879,40,blue-collar,married,secondary,
3880,42,admin.,divorced,secondary,
3881,34,blue-collar,married,secondary,
3882,23,management,single,tertiary,
3883,30,technician,single,tertiary,
3884,51,management,married,primary,
3885,52,technician,single,secondary,
3886,45,technician,married,secondary,
3887,41,blue-collar,married,secondary,
3888,27,student,single,secondary,
3889,50,blue-collar,married,secondary,
3890,36,blue-collar,married,primary,
3891,46,blue-collar,married,primary,
3892,44,blue-collar,married,primary,
3893,47,blue-collar,married,secondary,
3894,40,blue-collar,married,secondary,
3895,36,services,single,secondary,
3896,46,blue-collar,married,secondary,
3897,58,technician,married,secondary,
3898,30,technician,divorced,tertiary,
3899,43,blue-collar,married,secondary,
3900,29,services,single,secondary,
3901,41,management,married,tertiary,
3902,44,entrepreneur,married,primary,
3903,44,services,divorced,secondary,
3904,59,blue-collar,married,primary,
3905,39,management,single,unknown,
3906,42,management,married,secondary,
3907,31,admin.,married,secondary,
3908,29,unknown,single,primary,
3909,39,blue-collar,single,secondary,
3910,44,blue-collar,married,primary,
3911,49,services,single,primary,
3912,39,housemaid,married,secondary,
3913,27,blue-collar,single,secondary,
3914,56,management,married,primary,
3915,43,technician,married,tertiary,
3916,37,self-employed,married,primary,
3917,54,technician,single,secondary,
3918,38,blue-collar,married,secondary,
3919,31,blue-collar,married,primary,
3920,34,blue-collar,married,secondary,
3921,35,admin.,married,primary,
3922,44,blue-collar,single,unknown,
3923,30,blue-collar,married,secondary,
3924,51,technician,married,secondary,
3925,37,blue-collar,married,primary,
3926,39,blue-collar,married,tertiary,
3927,33,management,single,tertiary,
3928,37,management,divorced,tertiary,
3929,46,blue-collar,single,secondary,
3930,32,admin.,married,secondary,
3931,43,entrepreneur,married,primary,
3932,59,housemaid,divorced,unknown,
3933,46,admin.,married,primary,
3934,47,blue-collar,married,primary,
3935,31,services,single,secondary,
3936,30,blue-collar,married,primary,
3937,38,blue-collar,married,primary,
3938,44,blue-collar,single,secondary,
3939,52,technician,married,unknown,
3940,29,services,single,secondary,
3941,43,admin.,married,tertiary,
3942,47,technician,married,primary,
3943,43,blue-collar,married,primary,
3944,52,blue-collar,divorced,primary,
3945,32,services,single,secondary,
3946,40,admin.,single,secondary,
3947,57,technician,divorced,secondary,
3948,30,services,divorced,secondary,
3949,48,blue-collar,married,secondary,
3950,46,blue-collar,married,secondary,
3951,59,retired,divorced,primary,
3952,50,blue-collar,married,primary,
3953,50,blue-collar,divorced,primary,
3954,33,blue-collar,divorced,secondary,
3955,39,technician,single,unknown,
3956,57,retired,divorced,secondary,
3957,49,blue-collar,married,unknown,
3958,41,blue-collar,married,primary,
3959,43,technician,married,primary,
3960,29,management,married,tertiary,
3961,56,services,married,primary,
3962,46,technician,married,secondary,
3963,42,blue-collar,married,primary,
3964,36,blue-collar,married,primary,
3965,29,services,married,primary,
3966,43,admin.,single,secondary,
3967,48,admin.,married,secondary,
3968,38,blue-collar,single,primary,
3969,46,blue-collar,married,secondary,
3970,44,blue-collar,married,secondary,
3971,28,management,married,tertiary,
3972,28,blue-collar,married,primary,
3973,36,technician,divorced,secondary,
3974,37,blue-collar,married,secondary,
3975,56,management,married,primary,
3976,46,blue-collar,single,tertiary,
3977,34,services,divorced,secondary,
3978,32,entrepreneur,married,secondary,
3979,33,technician,married,secondary,
3980,36,services,single,secondary,
3981,35,services,married,secondary,
3982,44,admin.,single,secondary,
3983,37,technician,married,secondary,
3984,48,admin.,divorced,secondary,
3985,38,blue-collar,married,secondary,
3986,44,technician,married,secondary,
3987,31,admin.,divorced,secondary,
3988,35,management,divorced,tertiary,
3989,54,technician,divorced,secondary,
3990,28,admin.,single,secondary,
3991,38,unemployed,married,primary,
3992,48,technician,married,secondary,
3993,31,blue-collar,married,tertiary,
3994,59,retired,married,unknown,
3995,29,admin.,single,secondary,
3996,28,blue-collar,married,secondary,
3997,50,blue-collar,married,primary,
3998,31,self-employed,single,tertiary,
3999,32,admin.,single,secondary,
4000,30,services,married,secondary,
4001,32,management,single,tertiary,
4002,29,technician,single,secondary,
4003,30,admin.,divorced,secondary,
4004,34,management,married,primary,
4005,34,blue-collar,single,secondary,
4006,41,blue-collar,married,primary,
4007,36,blue-collar,married,secondary,
4008,31,technician,single,tertiary,
4009,39,blue-collar,married,primary,
4010,36,technician,married,secondary,
4011,39,blue-collar,married,secondary,
4012,37,blue-collar,married,primary,
4013,52,blue-collar,married,secondary,
4014,25,management,single,tertiary,
4015,42,technician,married,secondary,
4016,27,services,divorced,secondary,
4017,42,blue-collar,married,primary,
4018,29,admin.,divorced,secondary,
4019,38,blue-collar,married,primary,
4020,42,entrepreneur,married,primary,
4021,35,self-employed,married,primary,
4022,41,management,married,tertiary,
4023,57,retired,married,primary,
4024,36,blue-collar,married,secondary,
4025,56,management,divorced,tertiary,
4026,33,blue-collar,divorced,primary,
4027,41,entrepreneur,divorced,tertiary,
4028,33,blue-collar,married,primary,
4029,35,management,divorced,tertiary,
