ID,DEFAULT,BALANCE,HOUSING,LOAN,
3889,no,1557,yes,no,
3890,no,-20,yes,no,
3891,no,323,yes,no,
3892,no,-171,yes,no,
3893,no,438,yes,no,
3894,no,316,yes,no,
3895,no,174,yes,no,
3896,no,442,yes,no,
3897,no,786,yes,no,
3898,no,-317,yes,no,
3899,no,667,yes,no,
3900,no,-158,yes,no,
3901,no,72,yes,no,
3902,no,58,yes,no,
3903,no,396,yes,yes,
3904,no,10,yes,no,
3905,no,2887,yes,no,
3906,no,0,no,no,
3907,no,89,no,no,
3908,no,50,yes,no,
3909,no,29,yes,no,
3910,no,420,yes,no,
3911,no,114,yes,no,
3912,no,365,yes,no,
3913,no,0,yes,no,
3914,no,-24,yes,no,
3915,no,743,yes,no,
3916,no,0,no,no,
3917,no,99,yes,no,
3918,no,22,yes,yes,
3919,no,251,yes,no,
3920,no,615,yes,no,
3921,no,136,yes,no,
3922,no,2167,yes,no,
3923,no,309,yes,no,
3924,no,221,yes,no,
3925,no,321,yes,no,
3926,no,-33,yes,no,
3927,no,76,yes,no,
3928,no,42,yes,no,
3929,no,76,yes,no,
3930,no,1293,yes,no,
3931,no,526,yes,no,
3932,no,873,yes,no,
3933,no,40,yes,no,
3934,no,117,yes,no,
3935,no,671,yes,no,
3936,no,145,yes,no,
3937,no,1807,no,no,
3938,no,-212,yes,yes,
3939,no,133,yes,no,
3940,no,566,no,no,
3941,no,1924,yes,no,
3942,no,145,yes,no,
3943,no,487,yes,no,
3944,no,-57,yes,no,
3945,no,81,yes,no,
3946,no,-227,yes,no,
3947,no,2710,yes,yes,
3948,no,98,yes,no,
3949,no,1230,yes,yes,
3950,no,78,yes,yes,
3951,no,137,yes,yes,
3952,yes,354,yes,no,
3953,no,149,yes,no,
3954,no,126,yes,no,
3955,no,0,yes,no,
3956,no,8266,yes,no,
3957,no,51,yes,no,
3958,no,258,yes,no,
3959,no,117,yes,no,
3960,no,199,yes,yes,
3961,no,219,yes,no,
3962,no,1571,yes,no,
3963,no,223,yes,no,
3964,no,-79,no,no,
3965,no,321,yes,no,
3966,no,2527,yes,no,
3967,no,5,yes,no,
3968,no,20,yes,no,
3969,no,1045,yes,yes,
3970,no,1,yes,no,
3971,no,3,yes,no,
3972,no,-55,yes,no,
3973,no,141,yes,no,
3974,no,374,yes,no,
3975,no,93,yes,no,
3976,no,460,yes,no,
3977,no,78,yes,no,
3978,no,135,yes,no,
3979,no,367,yes,yes,
3980,no,248,yes,no,
3981,no,630,yes,no,
3982,no,-30,yes,no,
3983,no,157,yes,no,
3984,no,268,yes,no,
3985,no,164,yes,no,
3986,no,-97,yes,no,
3987,no,53,yes,no,
3988,no,788,yes,no,
3989,no,1904,yes,yes,
3990,no,260,yes,no,
3991,no,447,yes,no,
3992,no,720,yes,no,
3993,no,2827,yes,no,
3994,no,0,no,no,
3995,no,1117,yes,no,
3996,no,597,yes,no,
3997,no,362,yes,no,
3998,no,120,yes,no,
3999,no,89,yes,yes,
4000,no,442,yes,no,
4001,no,111,yes,no,
4002,no,247,yes,no,
4003,no,1,yes,no,
4004,no,6,yes,no,
4005,yes,-947,yes,no,
4006,no,191,yes,no,
4007,no,-147,yes,no,
4008,no,703,yes,no,
4009,no,70,no,no,
4010,no,83,yes,no,
4011,no,125,yes,no,
4012,no,190,yes,yes,
4013,no,46,yes,no,
4014,no,1348,yes,no,
4015,no,420,yes,no,
4016,no,96,yes,no,
4017,no,271,yes,no,
4018,no,1320,yes,yes,
4019,no,54,yes,no,
4020,no,198,yes,no,
4021,no,1094,yes,no,
4022,no,141,yes,yes,
4023,no,207,yes,no,
4024,no,-206,yes,no,
4025,no,177,yes,no,
4026,no,176,yes,no,
4027,no,-413,yes,no,
4028,no,-81,yes,no,
4029,no,3837,yes,no,
4030,no,870,yes,yes,
4031,no,206,yes,no,
4032,no,316,yes,no,
4033,yes,57,yes,yes,
4034,no,1,yes,no,
4035,yes,-7,no,no,
4036,no,611,yes,no,
4037,no,157,yes,no,
4038,no,233,yes,no,
4039,no,419,yes,yes,
4040,no,134,yes,no,
4041,no,2087,no,no,
4042,no,103,yes,no,
4043,no,281,yes,no,
4044,no,133,yes,no,
4045,no,1865,yes,no,
4046,no,325,yes,no,
4047,no,-18,yes,no,
4048,no,49,yes,no,
4049,no,7444,yes,yes,
4050,no,59,yes,yes,
4051,no,45,yes,no,
4052,no,387,yes,no,
4053,no,5,yes,yes,
4054,no,71,yes,no,
4055,no,96,yes,no,
4056,no,72,yes,no,
4057,no,1715,yes,no,
4058,no,181,yes,no,
4059,yes,20,yes,no,
4060,no,65,yes,no,
4061,no,81,yes,no,
4062,no,226,yes,yes,
4063,no,1128,yes,no,
4064,no,582,yes,no,
4065,no,5611,yes,no,
4066,no,177,yes,no,
4067,no,181,yes,no,
4068,no,0,yes,no,
4069,no,734,yes,no,
4070,no,322,yes,no,
4071,no,134,yes,no,
4072,no,10350,yes,no,
4073,no,84,yes,no,
4074,no,620,yes,no,
4075,no,254,yes,no,
4076,no,0,yes,no,
4077,no,5903,yes,no,
4078,no,134,yes,yes,
4079,no,1381,yes,no,
4080,no,104,yes,no,
4081,no,318,yes,no,
4082,no,2151,yes,no,
4083,no,-8,yes,no,
4084,no,185,yes,no,
4085,no,1773,no,no,
4086,no,40,yes,no,
4087,no,44,yes,no,
4088,no,0,yes,no,
4089,no,0,yes,no,
4090,no,3058,yes,no,
4091,no,130,yes,no,
4092,no,507,yes,no,
4093,no,844,yes,no,
4094,no,458,yes,no,
4095,yes,-744,yes,no,
4096,no,-2,yes,no,
4097,no,129,yes,no,
4098,no,411,yes,no,
4099,no,643,yes,no,
4100,no,391,yes,no,
4101,no,80,yes,yes,
4102,no,10,yes,no,
4103,no,114,yes,yes,
4104,no,1,yes,no,
4105,no,1341,yes,no,
4106,no,4,yes,no,
4107,no,2770,yes,no,
4108,no,5956,yes,no,
4109,no,55,yes,no,
4110,no,131,yes,no,
4111,no,1942,yes,no,
4112,no,298,yes,no,
4113,no,291,no,no,
4114,no,85,yes,no,
4115,no,797,yes,no,
4116,no,152,yes,no,
4117,no,481,yes,no,
4118,no,66,yes,no,
4119,no,4586,yes,no,
4120,no,1798,yes,no,
4121,no,220,yes,no,
4122,no,715,yes,no,
4123,no,442,yes,no,
4124,no,85,yes,no,
4125,no,319,yes,no,
4126,no,-29,yes,no,
4127,no,303,no,no,
4128,no,2398,yes,no,
4129,no,31,no,no,
4130,no,1832,yes,no,
4131,no,2019,yes,no,
4132,no,3,yes,no,
4133,no,397,no,no,
4134,no,1161,yes,no,
4135,no,777,yes,no,
4136,no,47,yes,no,
4137,no,-58,yes,no,
4138,no,1513,yes,no,
4139,no,121,no,no,
4140,no,904,yes,no,
4141,no,697,yes,no,
4142,no,841,yes,no,
4143,no,7317,yes,no,
4144,no,-95,yes,no,
4145,no,751,yes,no,
4146,no,250,yes,no,
4147,no,365,yes,no,
4148,no,1315,yes,no,
4149,no,65,yes,no,
4150,no,1852,no,no,
4151,no,-84,yes,no,
4152,no,36,yes,no,
4153,no,125,yes,no,
4154,no,0,no,no,
4155,no,105,yes,no,
4156,no,432,yes,no,
4157,no,555,yes,no,
4158,no,-24,yes,no,
4159,no,2261,yes,no,
4160,no,804,yes,yes,
4161,yes,-617,yes,no,
4162,no,-1,yes,no,
4163,no,237,yes,no,
4164,no,514,yes,no,
4165,no,1988,yes,no,
4166,no,491,yes,no,
4167,no,675,yes,no,
4168,no,177,yes,no,
4169,no,340,yes,no,
4170,no,230,yes,no,
4171,yes,0,no,no,
4172,no,2331,yes,no,
4173,no,0,yes,no,
4174,no,217,yes,no,
4175,no,186,yes,no,
4176,no,168,yes,yes,
4177,no,145,yes,no,
4178,no,140,yes,no,
4179,no,-22,yes,no,
4180,no,389,yes,no,
4181,no,323,yes,yes,
4182,no,6,yes,no,
4183,no,225,yes,yes,
4184,no,142,yes,no,
4185,no,5,no,no,
4186,no,174,yes,yes,
4187,no,-768,yes,no,
4188,no,30,no,no,
4189,no,968,yes,yes,
4190,no,47,yes,yes,
4191,no,0,yes,yes,
4192,no,91,yes,no,
4193,no,-77,yes,no,
4194,no,486,yes,no,
4195,no,341,yes,no,
4196,no,50,yes,no,
4197,no,205,yes,no,
4198,no,762,yes,no,
4199,no,31,yes,no,
4200,yes,-581,yes,no,
4201,no,-45,yes,no,
4202,no,0,no,no,
4203,no,120,yes,yes,
4204,no,335,yes,no,
4205,no,-232,yes,no,
4206,no,785,yes,no,
4207,no,28,yes,no,
4208,no,2067,yes,no,
4209,no,448,yes,no,
4210,no,37,yes,no,
4211,no,301,yes,no,
4212,no,668,no,no,
4213,no,115,yes,yes,
4214,no,275,no,no,
4215,no,414,no,no,
4216,no,3,yes,no,
4217,no,496,no,no,
4218,no,150,yes,no,
4219,no,163,no,no,
4220,no,1322,yes,no,
4221,no,1713,yes,no,
4222,no,242,yes,no,
4223,no,-29,no,no,
4224,no,381,yes,no,
4225,no,82,yes,no,
4226,no,21,yes,no,
4227,no,1801,yes,no,
4228,no,640,yes,yes,
4229,no,113,yes,no,
4230,no,1042,yes,no,
4231,no,240,yes,no,
4232,no,-244,yes,no,
4233,no,70,yes,yes,
4234,no,-339,yes,no,
4235,no,59,yes,no,
4236,no,1222,yes,no,
4237,no,-41,yes,no,
4238,no,0,yes,no,
4239,no,6,yes,no,
4240,no,4,yes,no,
4241,no,20,yes,yes,
4242,no,846,yes,no,
4243,no,338,yes,no,
4244,no,90,yes,yes,
4245,no,406,yes,no,
4246,no,2,no,no,
4247,no,2211,no,no,
4248,no,87,yes,no,
4249,no,178,yes,no,
4250,no,185,yes,yes,
4251,no,-210,yes,no,
4252,no,388,yes,no,
4253,no,1,yes,no,
4254,yes,879,yes,no,
4255,no,214,yes,no,
4256,no,698,yes,no,
4257,no,1601,yes,no,
4258,no,717,yes,no,
4259,no,255,yes,no,
4260,no,375,yes,no,
4261,no,587,yes,no,
4262,no,644,yes,yes,
4263,no,0,yes,no,
4264,no,-275,yes,no,
4265,no,116,yes,no,
4266,no,37,yes,yes,
4267,no,753,yes,no,
4268,no,162,yes,no,
4269,no,984,yes,no,
4270,no,199,yes,no,
4271,no,241,yes,no,
4272,no,648,yes,yes,
4273,no,907,yes,yes,
4274,no,6322,no,no,
4275,no,125,yes,yes,
4276,no,90,yes,no,
4277,no,54,yes,yes,
4278,no,-132,no,no,
4279,no,267,no,no,
4280,no,289,yes,no,
4281,no,613,yes,no,
4282,no,618,yes,no,
4283,no,1786,yes,no,
4284,no,607,yes,yes,
4285,no,586,yes,yes,
4286,no,459,yes,no,
4287,no,298,yes,no,
4288,no,134,no,no,
4289,no,34,yes,no,
4290,no,1378,yes,no,
4291,no,417,yes,yes,
4292,no,25,yes,no,
4293,no,22,yes,no,
4294,no,398,yes,no,
4295,no,1164,yes,no,
4296,no,487,yes,no,
4297,no,1069,yes,no,
4298,no,-192,yes,no,
4299,no,0,yes,no,
4300,no,332,yes,no,
4301,no,121,yes,no,
4302,no,68,yes,no,
4303,no,-176,yes,no,
4304,no,527,yes,yes,
4305,no,193,yes,no,
4306,no,7601,yes,no,
4307,no,751,no,no,
4308,no,495,yes,no,
4309,no,670,yes,no,
4310,no,363,yes,no,
4311,no,376,yes,no,
4312,no,292,yes,no,
4313,no,0,no,no,
4314,no,184,yes,no,
4315,no,80,yes,no,
4316,no,1824,yes,no,
4317,no,2850,no,no,
4318,no,48,yes,no,
4319,no,76,no,no,
4320,no,336,yes,no,
4321,no,0,no,yes,
4322,no,433,yes,no,
4323,no,103,yes,yes,
4324,no,1164,yes,no,
4325,no,129,yes,no,
4326,no,5873,no,no,
4327,no,0,yes,no,
4328,no,82,yes,no,
4329,no,362,yes,no,
4330,no,186,yes,no,
4331,no,1216,yes,no,
4332,no,704,yes,no,
4333,no,205,yes,no,
4334,no,830,yes,no,
4335,no,-315,yes,no,
4336,no,64,yes,yes,
4337,no,-820,no,no,
4338,no,538,yes,yes,
4339,no,948,yes,no,
4340,no,1288,yes,no,
4341,no,70,yes,no,
4342,no,393,yes,no,
4343,no,365,yes,no,
4344,no,879,yes,yes,
4345,no,491,yes,no,
4346,no,0,yes,no,
4347,no,0,no,no,
4348,no,229,yes,no,
4349,no,22,yes,yes,
4350,no,570,yes,no,
4351,no,56,yes,no,
4352,no,118,yes,no,
4353,no,106,yes,no,
4354,no,1768,yes,no,
4355,no,213,yes,no,
4356,no,381,yes,no,
4357,no,1147,yes,yes,
4358,no,373,yes,no,
4359,no,50,yes,no,
4360,no,67,yes,yes,
4361,no,0,yes,yes,
4362,no,61,yes,yes,
4363,no,504,yes,no,
4364,no,177,yes,no,
4365,no,584,yes,no,
4366,no,-732,yes,no,
4367,no,572,yes,no,
4368,no,105,yes,no,
4369,no,0,yes,no,
4370,no,832,yes,yes,
4371,no,2642,yes,no,
4372,no,195,yes,no,
4373,no,718,yes,no,
4374,no,336,yes,yes,
4375,no,332,yes,no,
4376,no,1,yes,no,
4377,no,-138,yes,yes,
4378,no,749,no,no,
4379,no,14,yes,no,
4380,no,177,no,no,
4381,no,557,no,no,
4382,no,126,yes,no,
4383,no,359,no,yes,
4384,no,496,yes,no,
4385,no,72,no,no,
4386,no,175,yes,no,
4387,no,430,no,no,
4388,no,574,yes,no,
4389,no,69,yes,no,
4390,no,106,yes,no,
4391,no,0,yes,no,
4392,no,23,yes,no,
4393,no,42,yes,no,
4394,no,429,yes,no,
4395,no,88,yes,no,
4396,no,3932,yes,no,
4397,no,177,yes,no,
4398,no,468,yes,no,
4399,no,639,yes,no,
4400,no,2124,yes,no,
4401,no,309,yes,no,
4402,no,202,yes,no,
4403,no,20,yes,yes,
4404,no,-17,yes,no,
4405,no,-417,yes,no,
4406,no,528,yes,no,
4407,no,394,yes,no,
4408,no,856,yes,no,
4409,no,468,yes,no,
4410,no,138,yes,no,
4411,no,406,yes,no,
4412,no,221,yes,no,
4413,no,523,yes,yes,
4414,no,-52,yes,no,
4415,no,397,yes,no,
4416,no,-432,yes,no,
4417,no,298,yes,no,
4418,no,1080,yes,yes,
4419,no,-85,yes,no,
4420,no,4012,no,yes,
4421,no,123,no,no,
4422,no,498,yes,no,
4423,no,23,yes,no,
4424,yes,-315,yes,no,
4425,yes,89,no,yes,
4426,no,699,yes,no,
4427,no,145,yes,no,
4428,no,-138,yes,yes,
4429,no,491,yes,no,
4430,no,820,yes,no,
4431,no,1376,yes,no,
4432,no,0,yes,no,
4433,no,507,yes,no,
4434,no,771,no,no,
4435,no,310,yes,no,
4436,no,136,yes,no,
4437,no,310,yes,no,
4438,no,813,yes,no,
4439,no,14,yes,yes,
4440,no,-97,yes,no,
4441,no,332,yes,no,
4442,no,5034,yes,no,
4443,no,281,yes,no,
4444,no,576,yes,no,
4445,no,1891,yes,no,
4446,no,473,yes,yes,
4447,no,216,yes,no,
4448,no,-13,yes,no,
4449,no,162,yes,no,
4450,no,365,yes,no,
4451,no,264,yes,no,
4452,no,490,yes,no,
4453,no,230,yes,no,
4454,no,-9,yes,yes,
4455,no,317,yes,no,
4456,no,458,yes,yes,
4457,no,19,yes,no,
4458,no,536,yes,no,
4459,no,117,yes,no,
4460,no,368,yes,no,
4461,no,-98,yes,no,
4462,no,627,yes,no,
4463,no,180,yes,no,
4464,no,26,yes,no,
4465,no,2171,yes,no,
4466,no,-118,yes,no,
4467,no,1059,yes,no,
4468,no,186,yes,no,
4469,no,1306,yes,no,
4470,no,3007,yes,no,
4471,no,-88,yes,no,
4472,no,265,yes,yes,
4473,no,21,yes,no,
4474,no,230,yes,no,
4475,no,252,yes,no,
4476,no,422,yes,no,
4477,no,85,yes,no,
4478,no,4286,yes,no,
4479,no,0,no,no,
4480,no,60,no,no,
4481,no,687,yes,no,
4482,no,40,yes,no,
4483,no,22,yes,no,
4484,no,-333,yes,yes,
4485,no,483,yes,no,
4486,no,503,yes,yes,
4487,no,1245,yes,no,
4488,no,117,yes,no,
4489,yes,33,yes,yes,
4490,no,-320,yes,no,
4491,no,49,yes,no,
4492,no,0,yes,no,
4493,no,100,yes,no,
4494,no,344,yes,no,
4495,no,-286,yes,no,
4496,no,57,yes,no,
4497,no,370,no,no,
4498,no,470,yes,no,
4499,no,0,yes,no,
4500,no,767,yes,no,
4501,yes,1,no,no,
4502,no,0,no,no,
4503,no,121,yes,no,
4504,no,190,yes,no,
4505,no,120,yes,no,
4506,no,2068,yes,yes,
4507,no,332,yes,no,
4508,no,-322,no,no,
4509,no,274,yes,no,
4510,no,3,yes,no,
4511,no,6,yes,no,
4512,no,288,yes,no,
4513,no,146,yes,no,
4514,no,286,yes,no,
4515,no,114,yes,yes,
4516,no,190,yes,yes,
4517,no,111,yes,no,
4518,no,246,yes,no,
4519,no,108,no,no,
4520,no,187,yes,no,
4521,no,457,yes,no,
4522,no,131,yes,yes,
4523,no,1825,yes,no,
4524,no,307,yes,no,
4525,yes,-198,yes,no,
4526,no,739,yes,no,
4527,no,759,yes,no,
4528,no,777,yes,no,
4529,no,378,yes,no,
4530,no,337,yes,no,
4531,no,-78,yes,no,
4532,no,355,yes,no,
4533,no,133,yes,no,
4534,no,32,yes,no,
4535,no,55,yes,yes,
4536,no,417,yes,no,
4537,no,153,yes,no,
4538,no,794,no,no,
4539,no,187,yes,no,
4540,no,335,yes,no,
4541,no,1407,yes,no,
4542,no,-116,yes,yes,
4543,no,1842,yes,no,
4544,no,329,yes,no,
4545,no,428,yes,no,
4546,no,181,yes,no,
4547,no,2139,yes,no,
4548,no,253,yes,yes,
4549,no,133,yes,no,
4550,no,785,yes,no,
4551,no,-45,yes,yes,
4552,no,223,yes,no,
4553,no,2831,yes,no,
4554,no,2412,yes,no,
4555,no,11,yes,no,
4556,no,211,yes,no,
4557,no,34,yes,no,
4558,no,222,yes,no,
4559,no,3285,yes,no,
4560,no,-67,yes,no,
4561,no,670,yes,no,
4562,no,0,yes,no,
4563,no,96,yes,no,
4564,no,-3,yes,no,
4565,no,123,yes,no,
4566,no,443,yes,no,
4567,no,406,yes,no,
4568,no,535,no,no,
4569,no,302,yes,no,
4570,yes,-43,yes,no,
4571,no,-346,no,no,
4572,no,-271,yes,no,
4573,no,55,yes,no,
4574,no,375,yes,no,
4575,no,-2,yes,no,
4576,no,-680,yes,no,
4577,no,0,no,no,
4578,no,217,yes,no,
4579,no,160,yes,no,
4580,no,118,yes,no,
4581,no,-1,yes,no,
4582,no,453,yes,no,
4583,no,169,yes,no,
4584,no,787,yes,no,
4585,no,78,yes,no,
4586,no,2269,yes,no,
4587,no,213,yes,no,
4588,no,164,yes,no,
4589,no,934,no,no,
4590,no,4,yes,yes,
4591,no,354,yes,no,
4592,no,23,yes,no,
4593,no,318,yes,no,
4594,yes,-305,no,yes,
4595,no,616,yes,no,
4596,no,2590,yes,no,
4597,no,1868,yes,no,
4598,no,-578,no,no,
4599,no,-227,yes,yes,
4600,no,1981,yes,no,
4601,no,404,yes,no,
4602,no,65,yes,no,
4603,yes,-1,yes,no,
4604,no,-68,yes,no,
4605,no,0,yes,no,
4606,no,229,yes,no,
4607,no,1656,yes,no,
4608,no,1342,yes,yes,
4609,no,331,yes,no,
4610,no,238,yes,yes,
4611,no,202,yes,no,
4612,no,318,yes,no,
4613,yes,-1124,yes,yes,
4614,no,662,yes,no,
4615,no,1790,yes,yes,
4616,no,198,yes,no,
4617,no,726,yes,no,
4618,no,183,yes,no,
4619,no,149,yes,no,
4620,no,-91,yes,no,
4621,no,-9,yes,no,
4622,no,134,yes,no,
4623,no,0,no,no,
4624,no,6259,yes,no,
4625,no,27,no,yes,
4626,no,383,yes,no,
4627,no,1108,yes,yes,
4628,no,117,yes,no,
4629,no,108,yes,no,
4630,no,479,yes,no,
4631,no,65,yes,no,
4632,no,234,no,no,
4633,no,-53,yes,no,
4634,no,-131,yes,yes,
4635,no,-39,yes,yes,
4636,no,139,yes,no,
4637,no,262,yes,no,
4638,no,160,yes,no,
4639,no,186,yes,yes,
4640,no,-79,no,no,
4641,no,1113,yes,no,
4642,no,82,yes,no,
4643,no,321,yes,no,
4644,no,1326,yes,no,
4645,no,2257,yes,no,
4646,no,1373,no,no,
4647,no,304,yes,yes,
4648,no,659,yes,no,
4649,no,491,yes,no,
4650,yes,101,yes,no,
4651,no,33,yes,no,
4652,no,291,yes,no,
4653,no,218,yes,no,
4654,no,102,yes,no,
4655,no,88,yes,no,
4656,no,94,yes,no,
4657,no,-665,yes,yes,
4658,yes,-331,yes,yes,
4659,no,550,yes,no,
4660,no,151,yes,no,
4661,no,5406,no,no,
4662,no,269,yes,no,
4663,no,2457,yes,no,
4664,no,45,yes,no,
4665,no,610,yes,no,
4666,no,-133,yes,no,
4667,no,66,yes,no,
4668,no,10,yes,no,
4669,no,350,no,no,
4670,no,546,yes,yes,
4671,no,360,yes,no,
4672,no,6,no,no,
4673,no,0,yes,no,
4674,no,22,yes,yes,
4675,no,57,yes,no,
4676,no,1349,yes,no,
4677,no,708,no,no,
4678,no,1329,yes,yes,
4679,no,7459,yes,no,
4680,no,47,yes,no,
4681,no,-516,yes,no,
4682,no,0,yes,no,
4683,no,433,yes,no,
4684,yes,9,yes,no,
4685,no,-6,yes,no,
4686,no,-197,yes,no,
4687,no,184,yes,no,
4688,no,336,yes,no,
4689,no,36,yes,no,
4690,no,277,yes,no,
4691,no,452,yes,no,
4692,no,-135,yes,no,
4693,no,7,yes,yes,
4694,no,442,yes,yes,
4695,no,590,yes,no,
4696,no,447,yes,no,
4697,no,49,yes,no,
4698,no,1118,yes,yes,
4699,no,390,yes,no,
4700,no,-125,yes,no,
4701,no,-97,yes,yes,
4702,no,18,no,no,
4703,no,131,yes,no,
4704,no,527,yes,no,
4705,no,1129,yes,no,
4706,no,266,yes,no,
4707,no,687,yes,no,
4708,no,1726,yes,yes,
4709,no,-388,yes,no,
4710,no,92,yes,no,
4711,no,-11,yes,no,
4712,no,1510,yes,no,
4713,no,171,yes,no,
4714,no,420,yes,no,
4715,no,513,yes,no,
4716,no,137,yes,no,
4717,no,21,yes,no,
4718,no,-312,yes,no,
4719,no,-208,yes,yes,
4720,no,2,no,no,
4721,no,1033,yes,no,
4722,no,855,yes,no,
4723,no,781,yes,no,
4724,no,542,yes,no,
4725,no,-175,yes,no,
4726,no,79,yes,yes,
4727,no,3,yes,no,
4728,no,4471,yes,no,
4729,no,2313,yes,no,
4730,no,-139,yes,no,
4731,no,300,yes,no,
4732,yes,-3313,yes,yes,
4733,no,352,yes,no,
4734,no,105,yes,yes,
4735,no,164,yes,no,
4736,no,-202,yes,no,
4737,no,-256,yes,no,
4738,no,1261,yes,no,
4739,no,-503,yes,no,
4740,no,790,no,no,
4741,no,0,yes,no,
4742,no,638,yes,no,
4743,no,47,yes,no,
4744,no,242,yes,no,
4745,no,469,yes,no,
4746,no,271,yes,yes,
4747,no,948,yes,no,
4748,no,-356,no,yes,
4749,no,336,yes,no,
4750,no,61,yes,no,
4751,no,359,yes,no,
4752,no,105,yes,no,
4753,no,6809,yes,no,
4754,no,59,yes,yes,
4755,no,0,no,yes,
4756,no,0,yes,no,
4757,no,216,yes,no,
4758,no,2530,yes,no,
4759,no,356,yes,no,
4760,yes,-228,yes,no,
4761,no,198,yes,no,
4762,no,510,yes,no,
4763,no,223,yes,no,
4764,no,4,yes,no,
4765,no,338,yes,no,
4766,no,0,yes,no,
4767,no,328,yes,no,
4768,no,255,yes,no,
4769,no,304,no,no,
4770,no,-256,yes,yes,
4771,no,683,yes,no,
4772,no,84,yes,no,
4773,no,608,yes,no,
4774,no,230,no,no,
4775,no,12,yes,no,
4776,no,881,yes,no,
4777,no,77,yes,no,
4778,no,510,yes,no,
4779,no,1555,yes,no,
4780,yes,68,yes,no,
4781,no,43,yes,no,
4782,no,244,yes,no,
4783,no,1376,no,yes,
4784,no,392,yes,no,
4785,no,-396,yes,no,
4786,no,89,yes,no,
4787,no,10,yes,no,
4788,no,150,yes,no,
4789,no,1387,yes,yes,
4790,no,253,yes,no,
4791,no,853,yes,no,
4792,no,91,yes,no,
4793,no,348,yes,no,
4794,no,43,yes,no,
4795,no,-178,yes,no,
4796,no,2137,no,no,
4797,no,1160,yes,no,
4798,no,3986,yes,no,
4799,no,126,yes,no,
4800,no,6411,yes,yes,
4801,no,655,yes,no,
4802,no,2378,yes,no,
4803,no,15,yes,yes,
4804,no,96,yes,no,
4805,no,191,yes,no,
4806,no,391,yes,no,
4807,no,31,yes,no,
4808,no,73,no,no,
4809,no,0,no,no,
4810,no,156,yes,no,
4811,no,231,yes,no,
4812,no,-83,yes,no,
4813,no,138,no,no,
4814,no,221,yes,no,
4815,no,3284,yes,no,
4816,no,4190,no,no,
4817,no,5694,yes,no,
4818,no,297,yes,no,
4819,no,-89,yes,no,
4820,no,244,yes,no,
4821,no,152,yes,no,
4822,no,1696,yes,no,
4823,no,714,no,no,
4824,no,315,yes,no,
4825,no,312,yes,no,
4826,no,913,yes,no,
4827,no,-407,yes,no,
4828,no,338,yes,no,
4829,yes,-435,yes,yes,
4830,no,769,yes,no,
4831,no,120,yes,yes,
4832,no,0,no,no,
4833,no,9569,yes,no,
4834,no,351,yes,no,
4835,no,2,yes,no,
4836,no,226,yes,no,
4837,no,95,yes,no,
4838,no,123,yes,no,
4839,no,15,yes,no,
4840,no,375,yes,no,
4841,no,1190,yes,no,
4842,no,487,yes,yes,
4843,no,123,yes,no,
4844,no,2272,yes,no,
4845,no,133,yes,yes,
4846,no,447,yes,no,
4847,no,-864,yes,no,
4848,no,8,no,no,
4849,no,107,yes,no,
4850,no,620,no,no,
4851,no,42,yes,no,
4852,no,-120,yes,no,
4853,no,493,yes,no,
4854,no,296,yes,no,
4855,no,6248,yes,no,
4856,no,484,no,no,
4857,no,12,yes,no,
4858,no,154,no,no,
4859,no,606,yes,no,
4860,no,560,yes,no,
4861,no,564,yes,no,
4862,no,771,yes,no,
4863,no,0,yes,yes,
4864,no,757,yes,no,
4865,no,333,yes,no,
4866,no,418,yes,no,
4867,no,-256,no,yes,
4868,no,494,yes,no,
4869,no,85,yes,no,
4870,no,127,yes,no,
4871,no,69,yes,no,
4872,no,713,yes,no,
4873,no,-10,yes,no,
4874,no,-294,yes,no,
4875,no,222,yes,no,
4876,no,86,yes,no,
4877,no,0,yes,yes,
4878,no,26,no,no,
4879,no,103,yes,no,
4880,no,-80,yes,no,
4881,no,131,yes,no,
4882,no,106,no,no,
4883,yes,15,no,no,
4884,no,4542,no,no,
4885,no,172,yes,no,
4886,yes,0,yes,no,
4887,no,107,yes,no,
4888,no,15,no,no,
4889,no,101,yes,no,
4890,no,304,yes,no,
4891,no,7816,yes,no,
4892,no,0,yes,no,
4893,no,784,yes,yes,
4894,no,2581,no,no,
4895,no,507,yes,no,
4896,no,333,yes,no,
4897,no,-220,yes,yes,
4898,no,249,yes,no,
4899,no,-257,yes,no,
4900,no,210,no,yes,
4901,no,18722,yes,no,
4902,no,42,yes,no,
4903,no,210,yes,no,
4904,no,325,no,no,
4905,no,123,yes,no,
4906,no,-25,yes,no,
4907,no,66,yes,no,
4908,no,0,yes,yes,
4909,no,409,yes,no,
4910,no,4785,no,no,
4911,no,121,yes,no,
4912,no,0,yes,no,
4913,no,231,yes,no,
4914,no,1135,yes,no,
4915,no,-201,yes,no,
4916,no,-278,yes,no,
4917,no,16,yes,no,
4918,yes,-283,yes,no,
4919,no,-103,yes,no,
4920,no,113,no,no,
4921,no,194,yes,no,
4922,no,247,yes,no,
4923,yes,-402,no,yes,
4924,no,-40,yes,no,
4925,no,3867,yes,no,
4926,no,36,yes,no,
4927,no,2167,yes,yes,
4928,no,243,yes,no,
4929,no,2,yes,yes,
4930,no,737,yes,no,
4931,no,286,no,no,
4932,no,311,no,no,
4933,no,541,yes,no,
4934,no,2963,yes,no,
4935,yes,-871,yes,no,
4936,no,75,yes,yes,
